CREDITCARDKEY,CREDITCARDID,CARDTYPE,CARDNUMBER,EXPMONTH,EXPYEAR,MONTHEXPIRATION,CARDSTATUS,EXPIRING3MONTHS,CREDITMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
8314,7782,SuperiorCard,33334212274070,8,2008,-204,Expired,Expired,2013-04-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5c9073ce0c0a9ad597433e8b46043de5b763c0a03e4a2f895d03018d44024f30
8315,7783,SuperiorCard,33338097503685,2,2008,-210,Expired,Expired,2014-04-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,19f4591c804035cfd5f80b4a941d0877f7e0e1dc3e95f74f24bf8f9bb2f646cf
8316,7784,ColonialVoice,77771338521530,9,2008,-203,Expired,Expired,2014-02-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dcd4c09bccca33faa96282de926888f0ce7cd593035478c9e4d1d70f65887ae8
8317,7785,Distinguish,55555582998724,6,2005,-242,Expired,Expired,2014-03-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b0532b619e14fbaf458affd798fa66973707ec32a10b4f4195c5722fdf826929
8318,7786,SuperiorCard,33331626895128,8,2008,-204,Expired,Expired,2013-09-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5cb6a232e31bad98bb753cabb3a410fc8a0b14bd0d83f49646f7c88e42acea8a
8319,7787,Distinguish,55556687024930,11,2006,-225,Expired,Expired,2013-07-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d34e227f3263045f61035b2ed94b2db5d05a71b19e49c51387751e77e779c281
8320,7788,Vista,11115318987924,5,2005,-243,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,324ed9c0852c74e27d93958b9606d0cd813d05bbc50a2b63d44c119d9ae0c6b7
8321,7789,ColonialVoice,77773803817412,11,2005,-237,Expired,Expired,2014-06-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a9406284ed3afef62b714e1bf76b45bef4a7cc65e167be5c43a14d59b7a3cbab
8322,7790,SuperiorCard,33333242718954,11,2008,-201,Expired,Expired,2008-11-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9329a99ad2338ba55d1a6a452e15b16ff9a3bac0ca1d8dbd0449ec5fe4ea07ec
8323,7791,Distinguish,55554668630209,4,2007,-220,Expired,Expired,2013-08-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4fd71edaf58016ae7a7e142218dda2178641d58bc86efa87ab13b1962a273e80
8324,7792,SuperiorCard,33338231550041,2,2005,-246,Expired,Expired,2011-10-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e29f4bb1485d76a15390dfea608beb43ff06d930a5077e1dd1ba19eaa770a2b1
8325,7793,Vista,11115666148132,6,2005,-242,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ddf339d9b795d0aa25d0188fc13c703dfcc2036bed0956b8466e46f6664cb171
8326,7794,ColonialVoice,77778490064994,1,2008,-211,Expired,Expired,2013-09-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cc1f1e34f8a32ec01ee6f98b4a1f13e632c00c1e31bd49d9ab355ea90e621227
8327,7795,Distinguish,55551318483998,6,2005,-242,Expired,Expired,2012-09-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bbb9a34ced49f32488fecd6b381a84c8e1107c421452e5d56897b189f391c253
8328,7796,SuperiorCard,33336791969029,4,2008,-208,Expired,Expired,2012-05-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f74bb06198bbbb1c713f97088d6e5ff1417db338052d1ecc8ebe5eb909bf8b07
8329,7797,SuperiorCard,33338981063615,5,2007,-219,Expired,Expired,2014-03-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,91b7b1fb0696fb49deaa3a640a20dfa8300d0be2c73c477c75052f3b1d31261b
8330,7798,SuperiorCard,33338508002612,12,2008,-200,Expired,Expired,2013-07-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,65ca3ccc31b006ea1412994d7a5ae96a047e3e55a65c269ca4cfe7e65f554e9c
8331,7799,SuperiorCard,33339196938340,6,2008,-206,Expired,Expired,2012-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a673a9c88f61b91885767857765637879d2c48d915817d5156270101d74dd453
8332,7800,ColonialVoice,77772515567483,5,2006,-231,Expired,Expired,2012-09-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,55110a6e1436f996932f52098ffebfa399676e2873e9d949cfd70e82adf048df
8333,7801,ColonialVoice,77779454556113,12,2006,-224,Expired,Expired,2014-01-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,15d2ba7c2a289a5a419fa5f1c0b711b33d61bdc31f23c0a4cd6f00285d7cd947
8334,7802,Distinguish,55552071028040,1,2005,-247,Expired,Expired,2014-01-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,af9bd1061554cee6a6848eee4c3767ebf1665d0d904ace5203b7f03b11b1b618
8335,7803,ColonialVoice,77777055623053,7,2005,-241,Expired,Expired,2014-03-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4d89a5885d7b11938d09f33bfc193ba547758f5e00423813a15eb6650a84636c
8336,7804,Vista,11117160908877,12,2005,-236,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1742e82ad7a62dba34f6697c87f3c456313372494c653a7bd2b692065b369150
8337,7805,Distinguish,55556939145827,5,2005,-243,Expired,Expired,2013-12-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8879aedc6457f99815417c2beb3e5d69492176a3f6360dc274d8aa3b89df43c6
8338,7806,Distinguish,55553798617055,8,2005,-240,Expired,Expired,2012-03-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0dc3b6b5d55908fa74bf86676a75863c3e6e5d6729dca4ff1f2ad869cb74f48a
8339,7807,Vista,11112884835125,12,2005,-236,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,05fa421e0648d4a6df898fd06422fb8084c2fb8124f5faeeb72e803003a417ab
8340,7808,ColonialVoice,77774747086264,3,2008,-209,Expired,Expired,2011-07-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,40130afa8bd04b36f5ab94e56e9d653625e6f6f03b9bef2176cb54101f28a579
8341,7809,ColonialVoice,77776438387779,12,2005,-236,Expired,Expired,2014-03-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,00e6beaf78ce87096b2944efd25addbe977e61d61defc4c8302b12dd1c350589
8342,7810,Distinguish,55555638959393,3,2006,-233,Expired,Expired,2014-03-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d7380fda483e586c12acd8ce5391412050b3fe73aa2e560ef9534a87371c017c
8343,7811,Distinguish,55558548919111,11,2005,-237,Expired,Expired,2014-03-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b0b35d441ffa2033e821f70c2796c4c1f0e2e26b6f64dfb6af6d8a1774f6be88
8344,7812,Distinguish,55559479086028,2,2005,-246,Expired,Expired,2013-02-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a950c20c3515f14452760e7cc39bab3b873b080687832b3c6414920214fa48f8
8345,7813,Distinguish,55553380728726,4,2005,-244,Expired,Expired,2013-07-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0a0e03e2f0ef9c45c51fa1101efcd0427a8a0c165b1f3a21bf96c3916223d9c4
8346,7814,Vista,11119818153676,8,2006,-228,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,996e0e620c41802b502884ad785798c9052ae5468a125bc2367a9c65555816f2
8347,7815,Distinguish,55555099970543,5,2005,-243,Expired,Expired,2013-08-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8fa29bfa76bb707f4933f79bf28028c747f3907fb93d9e83eee5fb55b6519cba
8348,7816,ColonialVoice,77778229028238,9,2007,-215,Expired,Expired,2013-11-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,658938d8b7c345d670d4ac5830df357515ccde99e966c890fd3b04c451ded5fa
8349,7817,Distinguish,55556600229184,12,2008,-200,Expired,Expired,2013-12-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,05e245181916c8a9ae5381424393e95740c50fb0ceee9e125266ddb377fd23ff
8350,7818,ColonialVoice,77773192501024,3,2008,-209,Expired,Expired,2013-10-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,028b981cecf1f5a20365cd649385c8cbd5f93e6c8765e5c84b12c753e2d00214
8351,7819,ColonialVoice,77778467181085,10,2005,-238,Expired,Expired,2013-07-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ad65d80714b3b694cf400d3e88ab5cb83baaca6dc9424de336a4d2f303bae3c5
8352,7820,Vista,11112433939065,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b1615fa15eac2be15f2f87353148f07c831ae7cc584b23868df3ec6b7a0d43c2
8353,7821,SuperiorCard,33336122807384,9,2005,-239,Expired,Expired,2013-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2d235a17ef6e86cc0798f113d6c60a3e782436e1146ea42c2e6cc2937bdda4fd
8354,7822,ColonialVoice,77775313816848,12,2006,-224,Expired,Expired,2013-12-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,79946bd622e5908d0dbd6a71de5a6596dc119e2f1c165c845ef84ed91158a8a8
8355,7823,SuperiorCard,33337966386231,2,2006,-234,Expired,Expired,2014-02-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4a09dd48d7f5daa17031592316343d8fb1f6ce3b1c4c65cf20d776443910723c
8356,7824,Vista,11119242765470,3,2006,-233,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,aac82fce59f6b2ed909a1d85780840827afb27d3900cd5ccb58daa4c1df807ba
8357,7825,ColonialVoice,77772414370100,7,2006,-229,Expired,Expired,2013-09-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0109339304d86bb2eeffeb00e8c85c193c7c5b7face3790607f097c23d0ad99f
8358,7826,Distinguish,55558211600333,6,2005,-242,Expired,Expired,2013-11-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6c55df49432141d7a21149f56b4f06616250e9d14ff816b3808aa4eac6080824
8359,7827,SuperiorCard,33337279249572,10,2005,-238,Expired,Expired,2013-08-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dbf4db5e3ab1f256f36081136cf5a5dcfee14216ad33487c8312d96fd667d586
8360,7828,Vista,11115781675697,10,2006,-226,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,9f9ca1cb2c4c2103344c5a8aaecc8cb883694584341a3b0cc6bf1fdefe20818b
8361,7829,Vista,11116593055434,7,2005,-241,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,69d76556a2a61563ae1ca9a77673f8fc6a3659b0e7df6f95739c6594ff1f301c
8362,7830,Distinguish,55555176119288,7,2006,-229,Expired,Expired,2014-04-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c4c978ec4edb56b137d43cf5b49299e3461975480bf7223721fa7264cf6f37b2
8363,7831,Vista,11111083988297,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a0427fe94b2c19a7d08cbc19e436d3747ab29211be45d989f1d480eab83bcbde
8364,7832,Distinguish,55552371639683,9,2008,-203,Expired,Expired,2013-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ddbb5cabe9e2fdeae4c79c675634b0ea1899dad55e5816682c900456e82353d2
8365,7833,ColonialVoice,77772649547879,5,2005,-243,Expired,Expired,2013-02-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bd6a11c2c998fb106eb38e1922bf520ac0055723b00562a91eecf25a323b2f82
8366,7834,SuperiorCard,33331068138933,3,2008,-209,Expired,Expired,2013-08-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e0e4aaebeb47bcee21a1eedc6663c8eca6854ca79b18760d5be0abcdb7efc708
8367,7835,Vista,11111954048268,11,2005,-237,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,2c36d434a651511c8d6ce11856321e86efc1c201640a6be5d2bdc4223eeb1eb8
8368,7836,ColonialVoice,77774790811715,9,2005,-239,Expired,Expired,2014-03-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0a8952bebeb1c9c8a31b9b7b9dd6da73cd070fd0b15a6855daa621af7656a2d5
8369,7837,Distinguish,55555262188016,6,2007,-218,Expired,Expired,2014-01-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8ae911d71a4047475f0f25bcb8f51325a56215c35ed7c656b369c5bba25b1d17
8370,7838,Vista,11118894612184,11,2008,-201,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,faa013bf4c97adb41d71597793f104431bd9f6efac896fe46209d1b7bc372b9b
8371,7839,SuperiorCard,33335168278255,3,2007,-221,Expired,Expired,2012-09-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,49fe4ee3ad7bae9807def9ac6e65562b1a82287ca677d2ae0b53dc61b2b9825f
8372,7840,Vista,11114757471703,1,2005,-247,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0b82bd7a5faf1b14c7deab5e4a80363b1b9960c934d2f294b7d94c71421e2b9f
8373,7841,ColonialVoice,77778048555474,5,2005,-243,Expired,Expired,2014-04-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fa4d6147d4babb24e3433144f583c45474e1f9ae19c7e3b7395be4b47e789af2
8374,7842,ColonialVoice,77775334022623,2,2006,-234,Expired,Expired,2014-05-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2f0d297331cadd03ff67dfd517817f77c23f0c94b2fb714bf30802bcb65f261f
8375,7843,Distinguish,55558174108205,8,2008,-204,Expired,Expired,2014-04-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6a688b6aa60317b9f914a76fae87cabc14fceb6734fcd03b873dec1ef7d57c1a
8376,7844,ColonialVoice,77772388648269,9,2005,-239,Expired,Expired,2013-06-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6971068fb8bab527b88a888cd6082e0b3b564e666e2688c0cd255d946381ca8d
8377,7845,SuperiorCard,33337432058586,12,2008,-200,Expired,Expired,2011-08-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b145dd495656e75546032235cba3c0c90a4975c8207e1a9aaca46f8d802ee90e
8378,7846,Vista,11117354636076,7,2005,-241,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,8d05aef1d6dc1462445462b6d1469ef98b238f730f5ba319e9987ff43334cc15
8379,7847,Vista,11114525405627,4,2005,-244,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,4bd7dd1b421c2a3caf8a99feab41276bad76db18e81218abcc1bf4948626fcc6
8380,7848,Vista,11115780592676,5,2005,-243,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b2e533f2b6cdd934282db1ce094884bbc5d379d334171595eb58e89ee9717735
8381,7849,SuperiorCard,33336381707467,5,2006,-231,Expired,Expired,2014-03-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,94ff15e401722070a163c32e3934626c735d7cd3c006c2a1fa2928497f0c7f19
8382,7850,Distinguish,55558690541111,8,2008,-204,Expired,Expired,2013-09-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,70a4252af04e733767c97357126b5de80bbc30caf676dfbb075ca243046bddbc
8383,7851,Distinguish,55552973907000,9,2007,-215,Expired,Expired,2014-02-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,535d58eac9bb9ab36f6965854c3581feef3f4f5f75132813ee6de40e76ae9f8e
8384,7852,ColonialVoice,77778894804693,2,2008,-210,Expired,Expired,2013-12-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,164ef445ebe845f567ad29fc9dc1811c66daa31f4498b5ed96a34abe89adf8a7
8385,7853,Distinguish,55553965324336,5,2007,-219,Expired,Expired,2013-03-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3024fe693c15317924eadf3f2917d4ed0734722724444d78ecd5e953c394226f
8386,7854,ColonialVoice,77774292678251,10,2006,-226,Expired,Expired,2011-08-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,66946408b905667980ce811c8302c7927ef0da0f6d513ab4d6823d78727716ea
8387,7855,SuperiorCard,33332419225765,7,2005,-241,Expired,Expired,2012-12-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5afb8e26bcdd18cfb825dab24c261e5f648dca3ea8f4ef733bb9c3e50077d4a4
8388,7856,Distinguish,55557601675365,9,2006,-227,Expired,Expired,2013-08-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c4ad87bf19aa790b54175e48bf7737224865c65a3e713f794486d204f886ba31
8389,7857,ColonialVoice,77771922947611,1,2007,-223,Expired,Expired,2013-12-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0e049aa43fe784000adfd238e039df8bc4ebd74eb2908bd61e9ae343555efc54
8390,7858,Vista,11111610852868,8,2008,-204,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,c8be28e4c7ba4c2e12b908a0e1d2b8b4fa94174905deffb5a407741a6f7d1a2c
8391,7859,Distinguish,55559547567367,12,2006,-224,Expired,Expired,2011-12-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0d6e32c808bc6aa702e1161d0fc6049197f7c0f5fd45684feb64acb9944ee700
8392,7860,Vista,11119197233788,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,c27d4a10fe3bacf718f2d12f38c20e2a1c1be250ecbdb930e9bf2e26def89e8e
8393,7861,ColonialVoice,77773445934188,8,2006,-228,Expired,Expired,2014-06-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,42b2b11ceb6620f1cfcccc51fbc0207ff10907ec7650ba088c83b8d93091f500
8394,7862,SuperiorCard,33339230180746,3,2008,-209,Expired,Expired,2014-05-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,75e5e786644366f1c405cf6a53ccd0e975e5ae0f3d717c10079daa5183eefd0c
8395,7863,Vista,11112919809059,12,2006,-224,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0301ea2f21ee7b9b23ac61a65a878f92b3a2c51b05bb839097e6b4ee02c7d188
8396,7864,ColonialVoice,77778987576303,8,2008,-204,Expired,Expired,2013-09-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,84c4411ffe1e58c97ddcd62f96647d6edd28e328bdfb47ca4e18cd6721bf701d
8397,7865,SuperiorCard,33338098579311,9,2007,-215,Expired,Expired,2013-12-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1e6b37c950fd1e3be707c794cb48fc8a415cece89953db791ad4c41cdba607aa
8398,7866,Vista,11115324636540,6,2008,-206,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a550bf8fa88b08880074c91c75fdffa607ffec730df38ecdb43453d516932533
8399,7867,Vista,11117331096538,8,2005,-240,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a05914de527ca93b89f19eb348cdce800a548f57ce0bde19decdc278edae5ec0
8400,7868,Vista,11114705353358,2,2005,-246,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,8027e6eac0c5ad7d17d392d41b758a12825958ff5390b1b20ee1ea0fc1e754d2
8401,7869,ColonialVoice,77779833649762,2,2006,-234,Expired,Expired,2012-01-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c0939d7ac08cf3b4452447e80f3042064757e910d7013b19e500b303c4de96a7
8402,7870,ColonialVoice,77772156013700,10,2006,-226,Expired,Expired,2013-11-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,775829138d5cb28183d7c602656be2c229025e6bd8be7b04fdfe8a05491b9d1a
8403,7871,Vista,11119295366636,8,2007,-216,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,85b98be2abf6ae6a8fd6eee6eac3cadc10bf8e8872785cc15d4e6b46e85ef812
8404,7872,Vista,11112201003692,3,2007,-221,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,d2c0b1d9682116ebd1fdfc8c0655901b1bd76f8b5d21d7a43325971ab2ed9532
8405,7873,ColonialVoice,77774136471972,6,2006,-230,Expired,Expired,2013-10-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,31ffbc30055bbb8b06bd5d2877d3fe7bc3530ab4e71509bae554d3734cbe81e8
8406,7874,ColonialVoice,77773931390061,8,2007,-216,Expired,Expired,2014-05-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7380bdf3731e94a48a1e81d7e269e18cb321dea9e1bc524bee0a190f3900e6dc
8407,7875,Distinguish,55551727569830,8,2008,-204,Expired,Expired,2013-08-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,374e059364c10f710c233f7bb62ff3c4f851aa776d72950ec458cf2efbd00d8d
8408,7876,ColonialVoice,77778627553952,2,2008,-210,Expired,Expired,2013-11-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3db8a6e6d33182f14d712fc07298325171ebb529b6e6ce44899325b41da93f3d
8409,7877,Vista,11113356761185,12,2005,-236,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,cdd153fa6043081f3672b7c6f7123b7e8f50fd458448c7b2253ce7735a2e7b4d
8410,7878,SuperiorCard,33332476741138,7,2007,-217,Expired,Expired,2014-02-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c88b07d509bb671ba13ea9eeabe5f4e21dd4181133baef940521b0fa41499ba9
8411,7879,SuperiorCard,33331606964899,6,2007,-218,Expired,Expired,2014-04-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4cdd60e895032f2f2aca0afba045f0f7b74567435b394db5e3d4e29b70357fde
8412,7880,Distinguish,55552767672926,1,2008,-211,Expired,Expired,2013-04-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dea8bfa617cf272c0211e7b4b7b137d57e7e9da3a2d874ec7f6e520993a444ef
8413,7881,Distinguish,55556442348741,6,2005,-242,Expired,Expired,2014-03-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6ca5f5d72f58a13c63f5825f4bde6e4bd4ae63cb645d29b2bc540999428bd8be
8414,7882,ColonialVoice,77776733380767,4,2005,-244,Expired,Expired,2013-01-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,881c02d0f3233abc01831bc6fb2c2f2801a62be7f7f11c5965e534e3c93e9071
8415,7883,Distinguish,55552685115410,5,2005,-243,Expired,Expired,2013-07-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2971ad26f1b6aaa92f1df2140ba9849334773dd0a38438990dfb444298a716dc
8416,7884,Vista,11115042779960,10,2007,-214,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,2e245823bab5010f8e1d5bc36f163e39cf74ea337912ed3735821512a6181a05
8417,7885,SuperiorCard,33331922374103,11,2007,-213,Expired,Expired,2014-03-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,081fa1f9a482d1f93e8f6b8ec853073b1e1c590278c96618e8af26ef6baa3388
8418,7886,Vista,11113114532922,2,2005,-246,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,4256e974a01dc5fb0720025d62d5d38bff9820ae08d1dbae7b9f00a6d3f424ac
8419,7887,ColonialVoice,77773172696696,5,2008,-207,Expired,Expired,2014-03-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a7732cd680083825571a7e56d1819dfbbe60d1287acaff6886904361b529dbd7
8420,7888,ColonialVoice,77776007284266,9,2005,-239,Expired,Expired,2013-09-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6143447f0945018dd7247a5daa287e7fe1e147a5974512cfcf25166db56359d5
8421,7889,ColonialVoice,77776940251209,9,2008,-203,Expired,Expired,2013-03-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,50fa40e1086e0665156120aa08e9f2e7bdfe8eb3580e61db99cfdfb01d7d6e1a
8422,7890,ColonialVoice,77779595030765,8,2008,-204,Expired,Expired,2013-11-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,204686e35029975a5328b00a298f4deeb7ed2e949ab777d59a09dca38d2205e4
8423,7891,ColonialVoice,77772455574853,12,2006,-224,Expired,Expired,2012-11-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ad2634a1f126fb7733844d4089fb714d767d67ff44fcabb53523bd34ca256091
8424,7892,Distinguish,55555101732909,10,2006,-226,Expired,Expired,2011-07-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dfd6f08589b04aa26427453ff669c4db18de30b6338a8ec2c8bc6d468f624590
8425,7893,ColonialVoice,77774181442910,11,2008,-201,Expired,Expired,2011-11-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7a5d1aed7c727ca2af3762e8cf3e4d8c29d60af9efd1468c05cfd75f64fb09bd
8426,7894,Vista,11118010327387,10,2007,-214,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,2d351ab6630d46caab48303630eec4e895db06327dbf32983477299b9fddec5e
8427,7895,SuperiorCard,33339419578533,7,2005,-241,Expired,Expired,2013-07-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bfd56461d5a8a34282ffa3fbe1f8f2694323496e186afaa74b4d895c6f0c5271
8428,7896,Vista,11117562261425,9,2005,-239,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,84961289a2ecbd277d4a986f2dbfa699e0b6631f6621f3205ad2e0269132385d
8429,7897,SuperiorCard,33332882440853,10,2005,-238,Expired,Expired,2014-04-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4d719591e1f0578211e347bc37871c9f7709d9b2d87c84175795b6eb03313de8
8430,7898,Distinguish,55559072379628,3,2005,-245,Expired,Expired,2013-05-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d7bfaa0ea118362ae4d7032b019eb5e231ec21e26c3d0541d3990ccebe85fa5b
8431,7899,SuperiorCard,33338481710579,7,2008,-205,Expired,Expired,2013-12-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b6a921311b7833ae470bb8e24363602d540c614fa90e96177527a2a9ef8a72c9
